id,age,sex,marits,canton,region,nationality,mother_tongue,educ,insured_earn,lastj_occpt,lastj_fct,lastj_rate,child_subsidies,unempl_r,gdp_gr,treat,date_start,date_end,contr_2y
41491,33.5,Female,Unmarried,VD,Lake Geneva,Swiss,French,University,8250,security & law,Managerial role,90.769997,0,4.4000001,1.8381799,0,07nov2011,30apr2012,0
41491,36.916668,Female,Unmarried,VD,Lake Geneva,Swiss,French,University,8067.9019,security & law,Managerial role,100,1,3.9000001,1.27924,0,30apr2015,29dec2015,0
41497,26.166666,Female,Married,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,4379,office & admin,Specialist role,83,0,1.9,-.89851999,0,13may2011,06jun2011,0
41497,30.25,Female,Married,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,2236.4365,office & admin,Specialist role,82.933128,0,2.0999999,1.32221,0,22jun2015,18jul2015,0
41514,23.25,Female,Unmarried,VD,Lake Geneva,Swiss,French,Apprenticeship or matura,2794.8911,office & admin,Specialist role,99.866348,0,3.9000001,1.27924,0,02may2015,25aug2015,0
41514,19.5,Female,Unmarried,VD,Lake Geneva,Swiss,French,Apprenticeship or matura,3621,office & admin,Specialist role,100,0,4.4000001,1.8381799,0,01aug2011,01nov2011,0
41515,37.166668,Female,Unmarried,ZG,Central Switzerland,Swiss,German,University,6500,"production (blue collar, incl cars)",Specialist role,100,0,1.9,-.89851999,0,01mar2011,13may2011,15
41515,41.333332,Female,Unmarried,ZG,Central Switzerland,Swiss,German,University,6703.7847,"production (blue collar, incl cars)",,83.10537,0,2.0999999,1.32221,0,06may2015,28jul2015,15
41519,53.75,Female,Unmarried,SO,Mittelland,Swiss,German,Apprenticeship or matura,10500,office & admin,Specialist role,100,0,2.2,1.14508,0,15mar2011,30nov2011,15
41519,58.25,Female,Unmarried,SO,Mittelland,Swiss,German,Apprenticeship or matura,8179.7837,office & admin,Specialist role,97.428711,0,2.4000001,.52200001,4,25sep2015,24jun2016,14
41520,37.75,Female,Married,GR,Oriental Switzerland,Swiss,German,Apprenticeship or matura,2152.1812,cleaning & pers service,,73.159851,0,1.6,.00288,0,17apr2015,12jun2015,0
41520,33.5,Female,Married,GR,Oriental Switzerland,Swiss,German,Apprenticeship or matura,2256,cleaning & pers service,,53.200001,0,1.5,2.2160599,0,21jan2011,28feb2011,0
41521,28.666666,Female,Unmarried,UR,Central Switzerland,Swiss,French,Apprenticeship or matura,4081,food & agriculture,Specialist role,100,0,1.2,3.71275,0,31oct2011,,14
41521,32,Female,Unmarried,UR,Central Switzerland,Swiss,French,Apprenticeship or matura,3594.0195,management & hr,Specialist role,84.413986,0,1,2.3784001,0,08feb2015,20jan2016,13
41533,52.416668,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,4933,others (skilled),,100,0,1.9,-.89851999,0,23jun2011,31aug2011,12
41533,56.833332,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,5991.2402,others (skilled),,100,0,2.0999999,1.32221,2,01nov2015,28jan2016,12
41537,29.833334,Female,Unmarried,AG,North-Western Switzerland,Swiss,German,Apprenticeship or matura,5315,sales,Specialist role,100,0,2.5999999,.75863999,0,18jul2011,30sep2011,17
41537,34.083332,Female,Unmarried,AG,North-Western Switzerland,Swiss,German,Apprenticeship or matura,5694.9023,sales,Specialist role,96.190323,0,1.8,1.26635,0,08oct2015,04jan2016,17
41569,49.416668,Female,Unmarried,BE,Mittelland,Swiss,German,University,4411,science & arts,Specialist role,80,0,2,1.24907,0,08jun2011,08jun2012,16
41569,53.166668,Female,Unmarried,BE,Mittelland,Swiss,German,University,4261.0083,science & arts,Specialist role,94.888008,0,3.5,.48105001,1,14mar2015,09jan2016,15
41571,51.083332,Female,Unmarried,BS,North-Western Switzerland,Swiss,German,Apprenticeship or matura,3294.6899,sales,Specialist role,100,0,2.5,1.86443,1,18jul2015,17jun2016,10
41571,47.166668,Female,Unmarried,BS,North-Western Switzerland,Swiss,German,Apprenticeship or matura,2941,sales,Specialist role,73,0,3.7,4.2624898,0,24aug2011,30sep2012,12
41573,25.166666,Female,Married,OW,Central Switzerland,Swiss,German,Apprenticeship or matura,2113,"marketing, pr & print",Specialist role,100,0,.80000001,.30241999,0,01sep2011,08oct2012,21
41573,28.5,Female,Married,OW,Central Switzerland,Swiss,German,Apprenticeship or matura,1189.3439,"marketing, pr & print",Specialist role,100,0,.80000001,1.42932,0,02jan2015,07mar2016,19
41574,29.666666,Female,Married,ZG,Central Switzerland,Swiss,German,University,8576.4482,"banking, trust & insurance",Specialist role,85.113235,0,2.0999999,1.32221,0,17dec2015,08oct2016,16
41574,25.333334,Female,Unmarried,ZG,Central Switzerland,Swiss,German,University,7500,"banking, trust & insurance",Specialist role,100,0,1.9,-.89851999,0,12aug2011,11apr2012,16
41575,53.916668,Female,Unmarried,TG,Oriental Switzerland,Swiss,Italian,Apprenticeship or matura,3618,sales,Specialist role,100,0,2,1.83551,0,01nov2011,01may2012,8
41575,57.416668,Female,Unmarried,TG,Oriental Switzerland,Swiss,Italian,Apprenticeship or matura,4165.251,sales,Specialist role,83.350533,0,3.5,-.23394001,1,11may2015,19oct2015,8
41585,50.833332,Female,Married,ZG,Central Switzerland,Swiss,German,University,10500,"banking, trust & insurance",Specialist role,100,0,1.9,-.89851999,0,01sep2011,31dec2011,16
41585,54.916668,Female,Married,ZG,Central Switzerland,Swiss,German,University,9932.4541,"banking, trust & insurance",Specialist role,100,0,2.0999999,1.32221,5,27oct2015,13jun2016,16
41588,59.25,Female,Unmarried,ZG,Central Switzerland,Swiss,German,University,4094.8899,health,Specialist role,76.741203,0,2.0999999,1.32221,1,12sep2015,21dec2015,0
41588,54.666668,Female,Unmarried,ZG,Central Switzerland,Swiss,German,University,5131,health,Specialist role,76.669998,0,1.9,-.89851999,0,02feb2011,31may2011,0
41589,57.666668,Female,Married,BE,Mittelland,Swiss,Other,School,3683,gastronomy,,100,0,2,1.24907,0,01dec2011,30apr2012,19
41589,61,Female,Married,BE,Mittelland,Swiss,Other,School,4297.3408,gastronomy,,76.739243,0,3.5,.48105001,2,26apr2015,13oct2015,18
41619,29.583334,Female,Married,VD,Lake Geneva,Swiss,French,School,4178.0591,gastronomy,Self-employed,88.186867,0,3.9000001,1.27924,0,31jan2015,12oct2015,18
41619,26.5,Female,Married,VD,Lake Geneva,Swiss,French,School,3792,gastronomy,,100,0,4.4000001,1.8381799,0,01dec2011,01jul2012,19
41624,37.583332,Female,Unmarried,BS,North-Western Switzerland,Swiss,German,Apprenticeship or matura,4308,gastronomy,Specialist role,100,0,3.7,4.2624898,0,01nov2011,31jan2012,18
41624,40.916668,Female,Unmarried,BS,North-Western Switzerland,Swiss,German,Apprenticeship or matura,2423.7473,gastronomy,Specialist role,100,0,2.5,1.86443,0,02mar2015,12jun2015,18
41631,42.5,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,7744.9136,management & hr,Specialist role,100,0,2.0999999,1.32221,0,25sep2015,18apr2016,0
41631,37.916668,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,8125,management & hr,Specialist role,100,0,1.9,-.89851999,0,01feb2011,31jul2011,0
41643,33.916668,Female,Married,TG,Oriental Switzerland,Swiss,Italian,Apprenticeship or matura,2304,health,,58,1,2,1.83551,0,01aug2011,31jul2013,13
41643,37.666668,Female,Married,TG,Oriental Switzerland,Swiss,Italian,Apprenticeship or matura,1987.3187,health,,80.450325,1,3.5,-.23394001,0,04may2015,03may2017,11
41653,50.916668,Female,Married,ZG,Central Switzerland,Swiss,Other,School,2346,sales,Specialist role,50,0,1.9,-.89851999,0,13may2011,30jun2011,14
41653,55.166668,Female,Married,ZG,Central Switzerland,Swiss,Other,School,2519.0935,sales,,47.286934,0,2.0999999,1.32221,1,03aug2015,28oct2015,14
41679,26.583334,Female,Married,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,3107.864,management & hr,Managerial role,100,0,2.0999999,1.32221,0,26oct2015,03apr2017,15
41679,22.666666,Female,Married,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,4442,management & hr,Managerial role,100,0,1.9,-.89851999,0,30nov2011,30apr2013,17
41689,53.916668,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,7053,office & admin,Specialist role,100,0,1.9,-.89851999,0,01dec2011,24jan2012,19
41689,57.75,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,6918.5894,sales,Specialist role,100,1,2.0999999,1.32221,3,02oct2015,19mar2016,19
41693,49.083332,Female,Married,OW,Central Switzerland,Swiss,German,Apprenticeship or matura,1858,health,Specialist role,40,0,.80000001,.30241999,0,07apr2011,31jul2011,0
41693,53.166668,Female,Married,OW,Central Switzerland,Swiss,German,Apprenticeship or matura,2828.8352,health,,41.941765,0,.80000001,1.42932,1,21may2015,20sep2015,0
41694,49.166668,Female,Unmarried,BE,Mittelland,Swiss,French,Apprenticeship or matura,4800,sales,Specialist role,95,0,2,1.24907,0,01nov2011,30aug2013,19
41694,53.25,Female,Unmarried,BE,Mittelland,Swiss,French,Apprenticeship or matura,4623.4805,sales,Specialist role,90.500374,0,3.5,.48105001,2,12dec2015,28oct2017,17
41699,32.916668,Female,Married,JU,Mittelland,Swiss,French,School,1549,gastronomy,,100,0,3.4000001,3.69205,0,01aug2011,30sep2011,5
41699,36.666668,Female,Married,JU,Mittelland,Swiss,French,School,84.903481,office & admin,,100,0,3.8,-2.1424899,0,10may2015,18jul2015,5
41702,29.25,Female,Married,LU,Central Switzerland,Swiss,German,Apprenticeship or matura,2022.2827,health,Specialist role,88.408546,0,1.9,1.14118,0,14nov2015,01feb2016,3
41702,25,Female,Married,LU,Central Switzerland,Swiss,German,Apprenticeship or matura,3248,health,Specialist role,89.860001,0,1.8,.60433,0,04aug2011,30sep2011,3
41711,45.75,Female,Unmarried,VS,Lake Geneva,Swiss,Other,,3704.3125,"production (blue collar, incl cars)",Specialist role,95.531296,0,4.5,3.0939901,,05aug2015,15may2017,13
41711,41.333332,Female,Married,VS,Lake Geneva,Swiss,Other,,3553,"production (blue collar, incl cars)",Specialist role,80,0,3.2,.0086500002,,01mar2011,30nov2012,15
41721,45.333332,Female,Unmarried,UR,Central Switzerland,Swiss,French,Apprenticeship or matura,7287.1074,construction,,69.297752,0,1,2.3784001,4,12mar2015,15apr2016,0
41721,41.333332,Female,Unmarried,UR,Central Switzerland,Swiss,French,Apprenticeship or matura,6496,construction,Specialist role,100,0,1.2,3.71275,0,01mar2011,20jun2012,1
41728,59,Female,Unmarried,VD,Lake Geneva,Swiss,German,Apprenticeship or matura,4068,sales,Specialist role,100,0,4.4000001,1.8381799,0,01sep2011,31aug2013,13
41728,63,Female,Unmarried,VD,Lake Geneva,Swiss,German,Apprenticeship or matura,2734.8796,sales,Specialist role,100,0,3.9000001,1.27924,1,07sep2015,23feb2017,10
41730,25.666666,Female,Unmarried,SH,Oriental Switzerland,Swiss,German,University,5789,office & admin,Specialist role,100,0,1.4,1.1989501,0,11apr2011,12may2011,14
41730,29.916666,Female,Unmarried,SH,Oriental Switzerland,Swiss,German,University,6091.6958,office & admin,Specialist role,72.503456,0,1.5,-.37757999,0,18jul2015,23aug2015,14
41735,20.916666,Female,Unmarried,BE,Mittelland,Swiss,German,Apprenticeship or matura,2697,sales,,100,0,2,1.24907,0,18jul2011,19sep2011,0
41735,25.083334,Female,Unmarried,BE,Mittelland,Swiss,German,Apprenticeship or matura,3032.4438,sales,,88.541107,0,3.5,.48105001,0,04sep2015,02dec2015,0
41739,20.916666,Female,Unmarried,SZ,Central Switzerland,Swiss,German,Apprenticeship or matura,3823,sales,Specialist role,100,0,2.4000001,-1.18426,0,08aug2011,30sep2011,16
41739,24.75,Female,Unmarried,SZ,Central Switzerland,Swiss,German,Apprenticeship or matura,3854.1165,sales,Specialist role,77.298103,0,2.2,1.87919,0,30jun2015,02oct2015,16
41749,28,Female,Married,ZG,Central Switzerland,Swiss,Other,School,1889,gastronomy,,83.980003,0,1.9,-.89851999,0,05jul2011,12dec2012,14
41749,31.833334,Female,Married,ZG,Central Switzerland,Swiss,Other,School,1907.3207,gastronomy,,92.573494,0,2.0999999,1.32221,0,03may2015,10nov2016,13
41759,54.583332,Female,Unmarried,GE,Lake Geneva,Swiss,French,Apprenticeship or matura,8187.7866,office & admin,Specialist role,100,0,5.0999999,-1.26754,4,28jan2015,06jun2015,16
41759,51.083332,Female,Unmarried,GE,Lake Geneva,Swiss,French,Apprenticeship or matura,7376,office & admin,Specialist role,100,0,5.5999999,-.25812,0,18jul2011,01nov2011,17
41763,34.5,Female,Unmarried,VS,Lake Geneva,Swiss,French,University,9609.1084,office & admin,Specialist role,90.544426,0,4.5,3.0939901,0,01oct2015,10jul2017,16
41763,30.583334,Female,Unmarried,VS,Lake Geneva,Swiss,French,University,9280,"banking, trust & insurance",Specialist role,100,0,3.2,.0086500002,0,09nov2011,02aug2013,18
41774,47.25,Female,Unmarried,BE,Mittelland,Swiss,Other,Apprenticeship or matura,4328.147,sales,,68.69223,0,3.5,.48105001,2,25jan2015,17sep2015,5
41774,43.333332,Female,Unmarried,BE,Mittelland,Swiss,Other,Apprenticeship or matura,3729,sales,,77.919998,0,2,1.24907,0,15feb2011,30nov2011,6
41781,24.75,Female,Unmarried,BE,Mittelland,Swiss,German,Apprenticeship or matura,2813.5813,sales,Specialist role,98.196388,0,3.5,.48105001,0,22may2015,11sep2015,5
41781,21,Female,Unmarried,BE,Mittelland,Swiss,German,Apprenticeship or matura,3612,sales,Specialist role,89.75,0,2,1.24907,0,15aug2011,31oct2011,5
41783,36.916668,Female,Unmarried,BL,North-Western Switzerland,Swiss,German,Specialized,4254.6323,"banking, trust & insurance",Specialist role,67.567169,0,2.3,1.1521699,0,09aug2015,13feb2016,18
41783,33.25,Female,Unmarried,BL,North-Western Switzerland,Swiss,German,Specialized,5389,"banking, trust & insurance",Specialist role,100,0,2.7,1.57066,0,01dec2011,31may2012,19
41788,26.916666,Female,Unmarried,SH,Oriental Switzerland,Swiss,German,Apprenticeship or matura,1908,health,Specialist role,100,0,1.4,1.1989501,0,22feb2011,04apr2011,13
41788,31.166666,Female,Unmarried,SH,Oriental Switzerland,Swiss,German,Apprenticeship or matura,2310.8213,health,Specialist role,100,0,1.5,-.37757999,0,06may2015,26jul2015,13
41790,36.25,Female,Unmarried,TG,Oriental Switzerland,Swiss,Other,Apprenticeship or matura,3500.8623,office & admin,,91.37738,1,3.5,-.23394001,0,26feb2015,16apr2016,18
41790,32.25,Female,Unmarried,TG,Oriental Switzerland,Swiss,Other,Apprenticeship or matura,4207,office & admin,,100,1,2,1.83551,0,01feb2011,31jan2012,20
41793,48.916668,Female,Married,VS,Lake Geneva,Swiss,German,Apprenticeship or matura,3543,sales,Specialist role,77,0,3.2,.0086500002,0,01apr2011,31jul2011,16
41793,53.5,Female,Married,VS,Lake Geneva,Swiss,German,Apprenticeship or matura,2932.5854,sales,Specialist role,70.083664,0,4.5,3.0939901,1,17nov2015,05mar2016,16
41804,39.25,Female,Married,TI,Ticino,Swiss,German,Apprenticeship or matura,1576,social occupations,,100,1,4.1999998,3.1423099,0,01aug2011,29feb2012,0
41804,43.25,Female,Married,TI,Ticino,Swiss,German,Apprenticeship or matura,2317.7393,social occupations,,95.377853,1,2.3,1.29001,0,07aug2015,16mar2016,0
41824,38.583332,Female,Married,UR,Central Switzerland,Swiss,Other,School,4342,"production (blue collar, incl cars)",Specialist role,100,0,1.2,3.71275,0,01jul2011,28jun2013,13
41824,42.166668,Female,Married,UR,Central Switzerland,Swiss,Other,School,4044.792,"production (blue collar, incl cars)",Specialist role,88.186935,0,1,2.3784001,0,22feb2015,21feb2017,10
41832,63.166668,Female,Unmarried,OW,Central Switzerland,Swiss,German,School,4306.9121,health,Specialist role,100,0,.80000001,1.42932,2,06apr2015,08mar2016,15
41832,59.333332,Female,Married,OW,Central Switzerland,Swiss,German,School,4257,health,Specialist role,98.860001,0,.80000001,.30241999,0,15jun2011,01jul2012,16
41844,43.083332,Female,Unmarried,GR,Oriental Switzerland,Swiss,Other,Apprenticeship or matura,3410.5422,informatics,Specialist role,65.482544,0,1.6,.00288,0,05oct2015,22nov2015,19
41845,40,Female,Married,NE,Mittelland,Swiss,Other,School,5005,"tourism,transport,communication",Specialist role,100,0,4.6999998,8.0723896,0,01aug2011,31may2012,3
41845,43.583332,Female,Married,NE,Mittelland,Swiss,Other,School,4119.7275,"tourism,transport,communication",Specialist role,90.363235,0,5,3.2692299,0,22mar2015,09feb2016,2
41847,37.416668,Female,Unmarried,UR,Central Switzerland,Swiss,English,University,9027.043,management & hr,Managerial role,100,0,1,2.3784001,0,31oct2015,19mar2016,8
41864,63.083332,Female,Unmarried,BE,Mittelland,Swiss,Other,Apprenticeship or matura,5109.1992,health,Specialist role,75.091469,0,3.5,.48105001,2,11may2015,15oct2015,17
41864,59.333332,Female,Unmarried,BE,Mittelland,Swiss,Other,Apprenticeship or matura,5843,health,,79,0,2,1.24907,0,01aug2011,30sep2011,18
41870,36.916668,Female,Unmarried,GE,Lake Geneva,Swiss,French,Apprenticeship or matura,10308,management & hr,Specialist role,100,0,5.5999999,-.25812,0,20dec2011,14aug2013,19
41870,40.5,Female,Unmarried,GE,Lake Geneva,Swiss,French,Apprenticeship or matura,10337.703,management & hr,Specialist role,94.706245,0,5.0999999,-1.26754,0,06jul2015,07may2017,17
41876,21.833334,Female,Unmarried,GE,Lake Geneva,Swiss,Other,,2420,"banking, trust & insurance",,63.029999,0,5.5999999,-.25812,,01oct2011,13feb2012,12
41876,25.833334,Female,Unmarried,GE,Lake Geneva,Swiss,Other,,2450.2075,"banking, trust & insurance",,73.242592,0,5.0999999,-1.26754,,18oct2015,08apr2016,12
41887,41.833332,Female,Married,UR,Central Switzerland,Swiss,French,Apprenticeship or matura,5250,"banking, trust & insurance",Specialist role,50,0,1.2,3.71275,0,03jan2011,15aug2011,15
41889,30.083334,Female,Married,BL,North-Western Switzerland,Swiss,German,University,4375,science & arts,Specialist role,73.330002,0,2.7,1.57066,0,01dec2011,31dec2011,19
41889,33.833332,Female,Married,BL,North-Western Switzerland,Swiss,German,University,4276.1909,science & arts,Specialist role,86.776634,0,2.3,1.1521699,0,30sep2015,30nov2015,19
41890,25.166666,Female,Unmarried,TG,Oriental Switzerland,Swiss,Italian,University,5381,others (skilled),Specialist role,100,0,2,1.83551,0,28mar2011,01jun2011,10
41890,29.75,Female,Unmarried,TG,Oriental Switzerland,Swiss,Italian,University,5299.7153,others (skilled),Specialist role,100,0,3.5,-.23394001,0,17oct2015,14feb2016,9
41907,24.833334,Female,Married,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,4795.98,sales,Specialist role,100,0,2.0999999,1.32221,0,28mar2015,17may2015,15
41907,21,Female,Married,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,3658,sales,Specialist role,100,0,1.9,-.89851999,0,01may2011,15jun2011,15
41909,45.916668,Female,Married,SO,Mittelland,Swiss,Other,School,3400.3237,cleaning & pers service,,55.959946,0,2.4000001,.52200001,1,08jul2015,03nov2015,6
41913,31.083334,Female,Married,LU,Central Switzerland,Swiss,German,School,2592.7876,others (skilled),Specialist role,84.254547,0,1.9,1.14118,0,23nov2015,13feb2016,13
41913,27.083334,Female,Married,LU,Central Switzerland,Swiss,German,School,3021,others (skilled),,75.669998,0,1.8,.60433,0,22nov2011,10feb2012,13
41920,40,Female,Unmarried,BE,Mittelland,Swiss,Other,Apprenticeship or matura,3816.5388,"production (blue collar, incl cars)",,97.635094,0,3.5,.48105001,0,15apr2015,03mar2016,15
41920,36.083332,Female,Unmarried,BE,Mittelland,Swiss,Other,Apprenticeship or matura,4479,"production (blue collar, incl cars)",,100,0,2,1.24907,0,01may2011,31jan2012,16
41932,30.916666,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Specialized,3973.6235,"banking, trust & insurance",Specialist role,86.137238,0,2.0999999,1.32221,0,15apr2015,02aug2015,4
41932,26.666666,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Specialized,6340,"banking, trust & insurance",Specialist role,100,0,1.9,-.89851999,0,27jan2011,30apr2011,5
41938,35.833332,Female,Unmarried,SZ,Central Switzerland,Swiss,German,Apprenticeship or matura,2113.3003,"production (blue collar, incl cars)",Specialist role,62.862885,0,2.2,1.87919,0,07sep2015,02jan2016,18
41938,31.833334,Female,Unmarried,SZ,Central Switzerland,Swiss,German,Apprenticeship or matura,2172,"production (blue collar, incl cars)",Specialist role,54.209999,0,2.4000001,-1.18426,0,01sep2011,31oct2011,18
41944,46.666668,Female,Married,TG,Oriental Switzerland,Swiss,Italian,School,1883,office & admin,Specialist role,40,0,2,1.83551,0,01jul2011,01jun2012,22
41944,50.166668,Female,Married,TG,Oriental Switzerland,Swiss,Italian,School,3036.7544,office & admin,Specialist role,68.658875,0,3.5,-.23394001,1,20jan2015,01nov2015,21
41961,24.5,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,3786,gastronomy,Specialist role,79.910004,0,1.9,-.89851999,0,01feb2011,14apr2011,0
41961,28.583334,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,4060.1174,gastronomy,Specialist role,86.17347,0,2.0999999,1.32221,0,01mar2015,21jun2015,0
41969,55.916668,Female,Married,GE,Lake Geneva,Swiss,French,Apprenticeship or matura,6679,health,Specialist role,100,0,5.5999999,-.25812,0,01jun2011,19sep2011,17
41969,59.916668,Female,Married,GE,Lake Geneva,Swiss,French,Apprenticeship or matura,7043.9209,health,Specialist role,89.043983,0,5.0999999,-1.26754,3,17jun2015,21dec2015,16
41975,51.166668,Female,Married,AG,North-Western Switzerland,Swiss,Other,Apprenticeship or matura,4217.4561,sales,Specialist role,77.3041,0,1.8,1.26635,2,25may2015,19jun2016,16
41975,47.416668,Female,Married,AG,North-Western Switzerland,Swiss,Other,Apprenticeship or matura,4200,sales,Specialist role,100,0,2.5999999,.75863999,0,01aug2011,31oct2012,18
41992,48.666668,Female,Married,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,4346,management & hr,Specialist role,70,0,1.9,-.89851999,0,26oct2011,31dec2011,10
41992,52.166668,Female,Married,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,3884.9724,management & hr,Specialist role,54.405159,0,2.0999999,1.32221,1,19apr2015,14aug2015,10
41999,25.083334,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,3983,sales,,100,0,1.9,-.89851999,0,01aug2011,18nov2011,13
41999,28.833334,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,4451.3633,sales,,100,0,2.0999999,1.32221,0,05may2015,03oct2015,12
42026,26.416666,Female,Unmarried,BE,Mittelland,Swiss,French,Apprenticeship or matura,5173,sales,Specialist role,100,0,2,1.24907,0,27jun2011,07aug2011,10
42026,30.25,Female,Unmarried,BE,Mittelland,Swiss,French,Apprenticeship or matura,3796.9348,sales,Specialist role,100,0,3.5,.48105001,0,15apr2015,15jul2015,10
42041,27,Female,Unmarried,NE,Mittelland,Swiss,French,School,3709.8374,"production (blue collar, incl cars)",,98.437447,0,5,3.2692299,0,26oct2015,26aug2016,17
42041,23,Female,Unmarried,NE,Mittelland,Swiss,French,School,2255,"production (blue collar, incl cars)",,66,0,4.6999998,8.0723896,0,10oct2011,16jul2012,18
42042,27.333334,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,3132.8237,sales,Specialist role,89.84481,0,2.0999999,1.32221,0,12dec2015,21mar2016,16
42042,22.5,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,3500,others (skilled),Specialist role,100,0,1.9,-.89851999,0,07feb2011,10apr2011,16
42047,23.416666,Female,Unmarried,BL,North-Western Switzerland,Swiss,German,Apprenticeship or matura,1246,health,Specialist role,100,0,2.7,1.57066,0,01aug2011,31oct2011,13
42047,27.25,Female,Unmarried,BL,North-Western Switzerland,Swiss,German,Apprenticeship or matura,1393.0892,health,Specialist role,100,0,2.3,1.1521699,0,13jun2015,20oct2015,12
42051,20.166666,Female,Unmarried,AG,North-Western Switzerland,Swiss,German,Apprenticeship or matura,1837,gastronomy,Specialist role,71.5,0,2.5999999,.75863999,0,02may2011,06jun2011,10
42051,24.333334,Female,Unmarried,AG,North-Western Switzerland,Swiss,German,Apprenticeship or matura,2318.2444,gastronomy,Specialist role,73.284348,1,1.8,1.26635,0,14jul2015,17sep2015,9
42061,59.333332,Female,Unmarried,VD,Lake Geneva,Swiss,German,Apprenticeship or matura,0,office & admin,Specialist role,100,0,4.4000001,1.8381799,0,05sep2011,08may2012,18
42061,62.833332,Female,Unmarried,VD,Lake Geneva,Swiss,German,Apprenticeship or matura,0,office & admin,Specialist role,84.374535,0,3.9000001,1.27924,1,01mar2015,02oct2015,17
42068,57.333332,Female,Married,BE,Mittelland,Swiss,Other,Apprenticeship or matura,3152.2458,gastronomy,,81.398788,0,3.5,.48105001,1,01jun2015,17dec2015,0
42068,53.75,Female,Married,BE,Mittelland,Swiss,Other,Apprenticeship or matura,1951,gastronomy,,100,0,2,1.24907,0,03nov2011,24jun2012,0
42075,27.25,Female,Unmarried,BE,Mittelland,Swiss,Other,Apprenticeship or matura,3900,gastronomy,Specialist role,94,0,2,1.24907,0,02nov2011,30nov2011,17
42075,30.916666,Female,Unmarried,BE,Mittelland,Swiss,Other,Apprenticeship or matura,4962.1665,gastronomy,,83.936935,0,3.5,.48105001,0,09jul2015,06sep2015,17
42079,27.666666,Female,Unmarried,AG,North-Western Switzerland,Swiss,German,Apprenticeship or matura,5237.3525,office & admin,Specialist role,79.437202,0,1.8,1.26635,0,13sep2015,15oct2015,16
42079,23.583334,Female,Unmarried,AG,North-Western Switzerland,Swiss,German,Apprenticeship or matura,5032,office & admin,Specialist role,99.07,0,2.5999999,.75863999,0,23aug2011,14sep2011,16
42087,36,Female,Married,AG,North-Western Switzerland,Swiss,German,Apprenticeship or matura,2991,others (skilled),Specialist role,70,0,2.5999999,.75863999,0,01oct2011,06jan2012,4
42087,39.833332,Female,Married,AG,North-Western Switzerland,Swiss,German,Apprenticeship or matura,2652.7388,others (skilled),Specialist role,56.857464,0,1.8,1.26635,0,13aug2015,10dec2015,3
42097,24.083334,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,284.00699,cleaning & pers service,Specialist role,87.300316,0,2.0999999,1.32221,0,10nov2015,12jan2016,13
42097,19.833334,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,1378,cleaning & pers service,Specialist role,100,0,1.9,-.89851999,0,19aug2011,05sep2011,13
42105,33.166668,Female,Married,BL,North-Western Switzerland,Swiss,German,Apprenticeship or matura,3786.2935,sales,Specialist role,91.067352,0,2.3,1.1521699,0,28aug2015,20jun2016,11
42105,29.083334,Female,Married,BL,North-Western Switzerland,Swiss,German,Apprenticeship or matura,5094,sales,Specialist role,100,0,2.7,1.57066,0,04jul2011,30mar2012,12
42106,60.166668,Female,Married,UR,Central Switzerland,Swiss,Other,Apprenticeship or matura,2143,sales,Specialist role,100,0,1.2,3.71275,0,09may2011,04aug2012,10
42106,63.833332,Female,Married,UR,Central Switzerland,Swiss,Other,Apprenticeship or matura,668.27997,sales,Specialist role,100,0,1,2.3784001,1,23jan2015,24jan2016,9
42112,37.333332,Female,Unmarried,ZG,Central Switzerland,Swiss,German,School,4420,"production (blue collar, incl cars)",,100,0,1.9,-.89851999,0,03oct2011,01feb2012,18
42112,40.75,Female,Unmarried,ZG,Central Switzerland,Swiss,German,School,5655.5127,"production (blue collar, incl cars)",Specialist role,95.192734,1,2.0999999,1.32221,0,04mar2015,19jul2015,18
